"homename"	"homecontinent"	"homecountry"	"homelat"	"homelon"	"travellon"	"travellat"
"Mandaluyong City, Philippines"	"Asia"	"Philippines"	14.5794443	121.0359174	144.104474	-38.468064
"San Diego, CA"	"North America"	"United States of America"	32.715738	-117.1610838	-80.44722222	27.86027778
"CA"	"North America"	"United States of America"	36.778261	-119.4179324	-120.64317335	35.13901397
"London, UK"	"Europe"	"United Kingdom"	51.5073509	-0.1277583	80.34802284	5.97789075
"London, England"	"Europe"	"United Kingdom"	51.5073509	-0.1277583	0.29033493	50.76455745
"Louisville, KY"	"North America"	"United States of America"	38.2526647	-85.7584557	-79.78856	32.78485
"Louisville, KY"	"North America"	"United States of America"	38.2526647	-85.7584557	-85.7495	38.2289
"Global"	"North America"	"United States of America"	34.1140497	-83.9811014	-156.65405332	21.0016431
"Ringwood"	"North America"	"United States of America"	41.1134289	-74.2454254	-4.23751688	51.13316679
"Ringwood"	"North America"	"United States of America"	41.1134289	-74.2454254	-4.23751688	51.13316679
"Portland, OR"	"North America"	"United States of America"	45.5230622	-122.6764816	-122.74240365	45.39767264
"United Kingdom"	"Europe"	"United Kingdom"	55.378051	-3.435973	2.53805556	39.50694444
"United Kingdom"	"Europe"	"United Kingdom"	55.378051	-3.435973	2.733792	39.550298
"United Kingdom"	"Europe"	"United Kingdom"	55.378051	-3.435973	2.52141315	39.47289564
"United Kingdom"	"Europe"	"United Kingdom"	55.378051	-3.435973	2.53876104	39.52371126
"Edinburgh, Scotland"	"Europe"	"United Kingdom"	55.953252	-3.188267	-3.16397	55.971
"Edinburgh, Scotland"	"Europe"	"United Kingdom"	55.953252	-3.188267	-3.16397	55.971
"Cardiff, Wales"	"Europe"	"United Kingdom"	51.481581	-3.17909	-3.74583173	51.50787308
"Global"	"North America"	"United States of America"	34.1140497	-83.9811014	-158.03308831	21.68160863
"Croyde, North Devon"	"Europe"	"United Kingdom"	51.129983	-4.224413	-7.08056729	53.44698348
"Bath"	"Europe"	"United Kingdom"	51.375801	-2.3599039	-4.22460101	51.1304657
"Port Macquarie, NSW, Aust"	"Australia"	"Australia"	-31.433333	152.9	152.937	-31.4755
"Wales, United Kingdom"	"Europe"	"United Kingdom"	52.1306607	-3.7837117	151.883	-24.1667
"Manila"	"Asia"	"Philippines"	14.5995124	120.9842195	120.341	16.6867
"South Wales"	"Europe"	"United Kingdom"	51.6858341	-3.3821421	-3.7276535	51.48614083
"South Wales"	"Europe"	"United Kingdom"	51.6858341	-3.3821421	-3.7276535	51.48614083
"ÜT: -39.625821,176.966156"	"North America"	"United States of America"	41.2443907	-111.9763117	-156.02143	19.690072
"Prague"	"Europe"	"Czech Republic"	50.0755381	14.4378005	-6.06708162	36.2268262
"Madrid"	"Europe"	"Spain"	40.4167754	-3.7037902	-8.1492888	43.61717871
"ÜT: 14.5405625,121.017336"	"North America"	"United States of America"	40.3021126	-109.9921121	121.5686846	15.7585458
"Sydney"	"Australia"	"Australia"	-33.8688197	151.2092955	151.1545001	-34.05545856
"East Sussex, UK"	"Europe"	"United Kingdom"	50.908596	0.2494235	-9.414779	38.957323
"Chicago, USA"	"North America"	"United States of America"	41.8781136	-87.6297982	150.94341678	-34.29459704
"Chicago, USA"	"North America"	"United States of America"	41.8781136	-87.6297982	150.9347546	-34.30661124
"Chicago, USA"	"North America"	"United States of America"	41.8781136	-87.6297982	151.28177155	-33.89058218
"Chicago, USA"	"North America"	"United States of America"	41.8781136	-87.6297982	151.276231	-33.891776
"Málaga"	"Europe"	"Spain"	36.7212737	-4.4213988	-4.41667	36.7167
"Málaga"	"Europe"	"Spain"	36.7212737	-4.4213988	-4.41667	36.7167
"NC USA"	"North America"	"United States of America"	35.7595731	-79.0192997	-105.30184753	20.70774072
"Mexico DF"	"South America"	"Mexico"	19.4326077	-99.133208	-99.80918186	16.79577285
"Ibiza"	"Europe"	"Spain"	39.0200099	1.4821482	151.21111111	-33.85997222
"Ooolandia"	"Europe"	"Netherlands"	52.132633	5.291266	-72.021879	-34.433576
"Ooolandia"	"Europe"	"Netherlands"	52.132633	5.291266	-72.021879	-34.433576
"Palma de Mallorca"	"Europe"	"Spain"	39.5696005	2.6501603	2.98333333	39.61666667
"Quilpué"	"South America"	"Chile"	-33.04583	-71.444655	-71.51210623	-32.9200507
"Porto Alegre, Brazil"	"South America"	"Brazil"	-30.0346471	-51.2176584	-49.7333	-29.35
"Madrid"	"Europe"	"Spain"	40.4167754	-3.7037902	108.18657773	10.93691884
"East Rockaway, NY"	"North America"	"United States of America"	40.6420477	-73.6695747	-89.2225	13.69115
"Brooklyn, New York"	"North America"	"United States of America"	40.6781784	-73.9441579	-19.04406489	63.40413547
"sunny south  UK"	"Europe"	"United Kingdom"	54.7028328	-1.6965534	1.44398	51.38092
"Los Angeles"	"North America"	"United States of America"	34.0522342	-118.2436849	-117.61574	33.43025
"Los Angeles"	"North America"	"United States of America"	34.0522342	-118.2436849	-118.37532765	33.80837294
"英國，倫敦"	"Europe"	"United Kingdom"	51.5073509	-0.1277583	174.4681707	-36.95596922
"Rancho Mirage, CA"	"North America"	"United States of America"	33.739744	-116.41279	-13.86947228	28.73449585
"SHONAN"	"Asia"	"Japan"	35.352376	139.383201	153.54724358	-28.16470813
"SHONAN"	"Asia"	"Japan"	35.352376	139.383201	139.667	35.25
"SHONAN"	"Asia"	"Japan"	35.352376	139.383201	139.44710556	35.33684722
"SHONAN"	"Asia"	"Japan"	35.352376	139.383201	153.54724358	-28.16470813
"SHONAN"	"Asia"	"Japan"	35.352376	139.383201	153.54724358	-28.16470813
"SHONAN"	"Asia"	"Japan"	35.352376	139.383201	153.5348153	-28.16759347
"SHONAN"	"Asia"	"Japan"	35.352376	139.383201	153.54724358	-28.16470813
"SHONAN"	"Asia"	"Japan"	35.352376	139.383201	153.54724358	-28.16470813
"SHONAN"	"Asia"	"Japan"	35.352376	139.383201	153.4385088	-28.05521757
"SHONAN"	"Asia"	"Japan"	35.352376	139.383201	139.44710556	35.33684722
"SHONAN"	"Asia"	"Japan"	35.352376	139.383201	153.54724358	-28.16470813
"USA"	"North America"	"United States of America"	37.09024	-95.712891	-117.273	32.8472
"San Diego, CA"	"North America"	"United States of America"	32.715738	-117.1610838	-84.62390598	9.60741103
"San Diego, CA"	"North America"	"United States of America"	32.715738	-117.1610838	-117.15449296	32.74572634
"San Diego, CA"	"North America"	"United States of America"	32.715738	-117.1610838	-117.25170278	32.75088333
"Staffordshire, UK"	"Europe"	"United Kingdom"	52.8792745	-2.0571868	-9.34023	39.37377
"Manila, Philippines"	"Asia"	"Philippines"	14.5995124	120.9842195	121.002722	14.605675
"Ge"	"Europe"	"Georgia"	42.315407	43.356892	55.20853617	25.16501392
"Los Angeles"	"North America"	"United States of America"	34.0522342	-118.2436849	-118.46556051	34.21245039
"North Devon/Cornwall"	"Europe"	"United Kingdom"	50.3431039	-4.8894821	-4.55048201	50.83064037
"Barcelona city"	"Europe"	"Spain"	41.3850639	2.1734035	-13.65708773	28.95144203
"Salem, MA"	"North America"	"United States of America"	42.51954	-70.8967155	-70.41580749	19.74924597
"Salem, MA"	"North America"	"United States of America"	42.51954	-70.8967155	-70.76190362	42.98612296
"Salem, MA"	"North America"	"United States of America"	42.51954	-70.8967155	-70.76190362	42.98612296
"Salem, MA"	"North America"	"United States of America"	42.51954	-70.8967155	-70.44904272	19.78230394
"Salem, MA"	"North America"	"United States of America"	42.51954	-70.8967155	-70.76265084	42.98559961
"johnstown, pa"	"North America"	"United States of America"	40.3267407	-78.9219698	-82.55986187	29.69572018
"Santa Teresa, Costa Rica"	"South America"	"Costa Rica"	9.9135815	-84.1369175	2.91667	51.2167
"Portland, OR"	"North America"	"United States of America"	45.5230622	-122.6764816	-123.96	45.7698
"Near Philadelphia, PA"	"North America"	"United States of America"	39.9525839	-75.1652215	-76.631554	25.490541
"Near Philadelphia, PA"	"North America"	"United States of America"	39.9525839	-75.1652215	-76.631554	25.490541
"Los Angeles, CA"	"North America"	"United States of America"	34.0522342	-118.2436849	-118.4960309	34.0102885
"fargo"	"North America"	"United States of America"	46.8771863	-96.7898034	-118.10766508	33.73744525
"fargo"	"North America"	"United States of America"	46.8771863	-96.7898034	-118.10766508	33.73744525
"fargo"	"North America"	"United States of America"	46.8771863	-96.7898034	-118.10766508	33.73744525
"MNL, PH"	"Asia"	"Philippines"	14.5995124	120.9842195	121.56825348	15.76201377
"MNL, PH"	"Asia"	"Philippines"	14.5995124	120.9842195	121.56825348	15.76201377
"Canada/Los Angeles"	"North America"	"United States of America"	34.0498179	-118.2556743	-79.04129128	22.65791014
"Earth"	"North America"	"United States of America"	34.2331373	-102.4107493	-117.24031389	32.79782778
"Earth"	"North America"	"United States of America"	34.2331373	-102.4107493	-117.26170545	32.80531292
"Earth"	"North America"	"United States of America"	34.2331373	-102.4107493	-117.24031389	32.79782778
"Brooklyn, NY"	"North America"	"United States of America"	40.6781784	-73.9441579	-157.8263497	21.27650522
"San Francisco Bay Area"	"North America"	"United States of America"	37.8271784	-122.2913078	-122.48526164	37.50383727
"Distrito Federal, México"	"South America"	"Mexico"	19.4326077	-99.133208	-97.05515331	15.85226758
"Calgary"	"North America"	"Canada"	51.0486151	-114.0708459	-159.29952247	22.14603488
"Brasília-DF"	"South America"	"Brazil"	-15.7941569	-47.8825289	-43.18948	-22.98839
"Brasília-DF"	"South America"	"Brazil"	-15.7941569	-47.8825289	-43.18948	-22.98839
"Route d'Espagne TOULOUSE"	"Europe"	"France"	43.575538	1.423976	-1.56667	43.4833
"Route d'Espagne TOULOUSE"	"Europe"	"France"	43.575538	1.423976	-1.56780658	43.48358967
"FRANCE"	"Europe"	"France"	46.227638	2.213749	-1.4403983	43.67979666
"Sydney, Australia"	"Australia"	"Australia"	-33.8688197	151.2092955	144.28494939	-38.36771227
"Michigan, USA"	"North America"	"United States of America"	44.3148443	-85.6023643	-77.9297	33.9542
"Vancouver, BC Canada"	"North America"	"Canada"	49.2827291	-123.1207375	-156.686	20.95542
"Vancouver, BC Canada"	"North America"	"Canada"	49.2827291	-123.1207375	-156.686	20.95542
"Vancouver, BC Canada"	"North America"	"Canada"	49.2827291	-123.1207375	-156.68626827	20.95438186
"Vancouver, BC Canada"	"North America"	"Canada"	49.2827291	-123.1207375	-156.68626827	20.95438186
"Vancouver, BC Canada"	"North America"	"Canada"	49.2827291	-123.1207375	-156.68626827	20.95438186
"Vancouver, BC Canada"	"North America"	"Canada"	49.2827291	-123.1207375	-156.68626827	20.95438186
"Vijfhuizen "	"Europe"	"Netherlands"	52.3524275	4.6825852	5.11372378	52.08906911
"Cebu City"	"Asia"	"Philippines"	10.3156992	123.8854366	115.16966701	-8.7208715
"Cebu City"	"Asia"	"Philippines"	10.3156992	123.8854366	115.16966701	-8.7208715
"Vegas Baby"	"North America"	"United States of America"	36.1147065	-115.1728484	-117.251	32.7825
"Jersey"	"Europe"	"Jersey"	49.214439	-2.13125	-2.22424489	49.21016549
"Jersey"	"Europe"	"Jersey"	49.214439	-2.13125	-74.06598	39.97143
"Orlando"	"North America"	"United States of America"	28.5383355	-81.3792365	-82.82944679	27.97780258
"Peru - Alemania"	"South America"	"Peru"	-12.108021	-77.031885	-77.045052	-12.118724
"Peru - Alemania"	"South America"	"Peru"	-12.108021	-77.031885	-77.03709115	-12.12495803
"Peru - Alemania"	"South America"	"Peru"	-12.108021	-77.031885	-77.0206851	-12.1494465
"Stellenbosch"	"Africa"	"South Africa"	-33.9321045	18.860152	20.82582177	-34.3913452
"Los Angeles, California"	"North America"	"United States of America"	34.0522342	-118.2436849	-118.40107115	33.86202188
"Ubatuba, Brasil"	"South America"	"Brazil"	-23.4336713	-45.0838529	-45.0707126	-23.4385838
"Ubatuba, Brasil"	"South America"	"Brazil"	-23.4336713	-45.0838529	-45.0667	-23.4333
"Ubatuba, Brasil"	"South America"	"Brazil"	-23.4336713	-45.0838529	-45.1708	-23.5246
"Ubatuba, Brasil"	"South America"	"Brazil"	-23.4336713	-45.0838529	-45.08171747	-23.44566093
"Ubatuba, Brasil"	"South America"	"Brazil"	-23.4336713	-45.0838529	-45.0667	-23.4333
"Ubatuba, Brasil"	"South America"	"Brazil"	-23.4336713	-45.0838529	-45.083223	-23.432745
"Ubatuba, Brasil"	"South America"	"Brazil"	-23.4336713	-45.0838529	-45.0667	-23.4333
"Ubatuba, Brasil"	"South America"	"Brazil"	-23.4336713	-45.0838529	-45.0667	-23.4333
"Ubatuba, Brasil"	"South America"	"Brazil"	-23.4336713	-45.0838529	-45.0667	-23.4333
"Ubatuba, Brasil"	"South America"	"Brazil"	-23.4336713	-45.0838529	-45.083223	-23.432745
"Victoria, BC"	"North America"	"Canada"	48.4284207	-123.3656444	-125.65072104	49.00427918
"Victoria, BC"	"North America"	"Canada"	48.4284207	-123.3656444	-125.65072104	49.00427918
"Victoria, BC"	"North America"	"Canada"	48.4284207	-123.3656444	-124.01199091	49.19866103
"Victoria, BC"	"North America"	"Canada"	48.4284207	-123.3656444	-124.01199091	49.19866103
"USA & Canada"	"North America"	"United States of America"	37.09024	-95.712891	-80.613	28.331
"USA & Canada"	"North America"	"United States of America"	37.09024	-95.712891	-85.90762125	11.29235987
"Los Angeles, CA"	"North America"	"United States of America"	34.0522342	-118.2436849	-85.6662925	9.94151851
"Los Angeles, CA"	"North America"	"United States of America"	34.0522342	-118.2436849	-85.6662925	9.94151851
"Los Angeles, CA"	"North America"	"United States of America"	34.0522342	-118.2436849	-85.6662925	9.94151851
"Los Angeles, CA"	"North America"	"United States of America"	34.0522342	-118.2436849	-85.67429613	9.95272026
"Los Angeles, CA"	"North America"	"United States of America"	34.0522342	-118.2436849	-85.6662925	9.94151851
"Los Angeles, CA"	"North America"	"United States of America"	34.0522342	-118.2436849	-85.6662925	9.94151851
"Los Angeles, CA"	"North America"	"United States of America"	34.0522342	-118.2436849	-85.67429613	9.95272026
"Las Vegas, NV"	"North America"	"United States of America"	36.1699412	-115.1398296	-159.5	22.08333333
"ÜT: 40.710585,-74.009263"	"North America"	"United States of America"	40.2710771	-110.0353825	-1.56667	43.4833
"ÜT: 40.710585,-74.009263"	"North America"	"United States of America"	40.2710771	-110.0353825	-118.48629597	34.00006418
"ÜT: 40.710585,-74.009263"	"North America"	"United States of America"	40.2710771	-110.0353825	-118.5014601	34.01741402
"ÜT: 40.710585,-74.009263"	"North America"	"United States of America"	40.2710771	-110.0353825	-118.779	34.0304
"ÜT: 40.710585,-74.009263"	"North America"	"United States of America"	40.2710771	-110.0353825	-117.566412	33.375141
"ÜT: 40.710585,-74.009263"	"North America"	"United States of America"	40.2710771	-110.0353825	-118.5528061	34.03882739
"ÜT: 40.710585,-74.009263"	"North America"	"United States of America"	40.2710771	-110.0353825	-1.56678935	43.47793808
"Panamá"	"South America"	"Panama"	8.537981	-80.782127	-80.1886848	7.430947
"MNL | Philippines"	"Asia"	"Philippines"	14.5122739	121.016508	120.32102022	16.65744602
"MNL | Philippines"	"Asia"	"Philippines"	14.5122739	121.016508	120.32102022	16.65744602
"MNL | Philippines"	"Asia"	"Philippines"	14.5122739	121.016508	120.32102022	16.65744602
"MNL | Philippines"	"Asia"	"Philippines"	14.5122739	121.016508	120.32102022	16.65744602
"London, United Kingdom"	"Europe"	"United Kingdom"	51.5073509	-0.1277583	98.29925944	7.81701621
"Cancun, Mexico"	"South America"	"Mexico"	21.161908	-86.8515279	-86.8475	21.1606
"Cancun, Mexico"	"South America"	"Mexico"	21.161908	-86.8515279	-86.8475	21.1606
"Cancun, Mexico"	"South America"	"Mexico"	21.161908	-86.8515279	-86.8475	21.1606
"Cancun, Mexico"	"South America"	"Mexico"	21.161908	-86.8515279	-86.8475	21.1606
"Hollywood CA"	"North America"	"United States of America"	34.0928092	-118.3286614	-120.826	35.3473
"Malaysia"	"Asia"	"Malaysia"	4.210484	101.975766	102.24034296	2.18787948
"Melbourne, Victoria"	"Australia"	"Australia"	-37.813611	144.963056	150.00369	-36.658
"Madrid, Spain"	"Europe"	"Spain"	40.4167754	-3.7037902	-9.26269534	43.01056769
"Madrid, Spain"	"Europe"	"Spain"	40.4167754	-3.7037902	-4.38335415	43.38946472
"Madrid, Spain"	"Europe"	"Spain"	40.4167754	-3.7037902	-4.4	43.4333
"Madrid, Spain"	"Europe"	"Spain"	40.4167754	-3.7037902	-9.26269534	43.01056769
"LIMA ,PERU"	"South America"	"Peru"	-12.2720956	-76.2710833	-77.0322719	-12.13027259
"LIMA ,PERU"	"South America"	"Peru"	-12.2720956	-76.2710833	-77.03013185	-12.13109071
"makati"	"Asia"	"Philippines"	14.554729	121.0244452	120.56507823	15.17019941
"Fortaleza"	"South America"	"Brazil"	-3.7318616	-38.5266704	-38.19929	-4.040795
"Fortaleza"	"South America"	"Brazil"	-3.7318616	-38.5266704	-38.1833	-4.03333
"Rock Hill,SC"	"North America"	"United States of America"	34.9248667	-81.0250784	-79.00527778	33.58777778
"Guayaquil"	"South America"	"Ecuador"	-2.1709979	-79.9223592	-80.75	-1.83333333
"Guayaquil"	"South America"	"Ecuador"	-2.1709979	-79.9223592	-80.75749496	-1.81916416
"Guayaquil"	"South America"	"Ecuador"	-2.1709979	-79.9223592	-80.75	-1.83333333
"Guayaquil"	"South America"	"Ecuador"	-2.1709979	-79.9223592	-80.75	-1.83333333
"Guayaquil"	"South America"	"Ecuador"	-2.1709979	-79.9223592	-80.75	-1.83333333
"Dubai"	"Asia"	"United Arab Emirates"	25.2048493	55.2707828	115.13090659	-8.65900926
"iPhone: 43.656799,-79.376900"	"North America"	"United States of America"	33.9667385	-118.4225857	-118.3903262	33.8390443
"macapá - Amapá"	"South America"	"Brazil"	0.0355735	-51.070535	-50.78863363	2.05006755
"Shooters Hill"	"Europe"	"United Kingdom"	51.466831	0.083931	-8.87232786	37.04680867
"En Mi Mundo|Tucumán, Argentina"	"South America"	"Argentina"	-26.8301153	-65.1937961	-49.71254	-29.32603
"Sicily | Palermo"	"Europe"	"Italy"	38.1156879	13.3612671	13.3667	38.1167
"Auckland, New Zealand"	"Australia"	"New Zealand"	-36.8484597	174.7633315	-80.1322	25.7904
"Washington, DC"	"North America"	"United States of America"	38.9071923	-77.0368707	-76.86384302	38.90784636
"JAPAN   OSAKA"	"Asia"	"Japan"	34.6937378	135.5021651	134.286	33.6355
"JAPAN   OSAKA"	"Asia"	"Japan"	34.6937378	135.5021651	134.286	33.6355
"Buenos Aires, Argentina"	"South America"	"Argentina"	-34.6036844	-58.3815591	-57.53831863	-38.08113567
"Sheboygan"	"North America"	"United States of America"	43.7508284	-87.71453	-87.725	43.75
"Midwest "	"North America"	"United States of America"	43.4113604	-106.2800242	-109.71634775	23.02419582
"recife"	"South America"	"Brazil"	-8.0475622	-34.8769643	-34.9	-8.05
"LONDON"	"Europe"	"United Kingdom"	51.5073509	-0.1277583	115.18930168	-8.67966837
"LONDON"	"Europe"	"United Kingdom"	51.5073509	-0.1277583	-8.64484788	41.00895388
"Long Beach, CA"	"North America"	"United States of America"	33.7700504	-118.1937395	-118.004193	33.655093
"Long Beach, CA"	"North America"	"United States of America"	33.7700504	-118.1937395	-118.004193	33.655093
"東京都港区浜松町"	"Asia"	"Japan"	35.653827	139.7558629	139.47539826	35.31371137
"東京都港区浜松町"	"Asia"	"Japan"	35.653827	139.7558629	139.47539826	35.31371137
"東京都港区浜松町"	"Asia"	"Japan"	35.653827	139.7558629	139.47539826	35.31371137
"東京都港区浜松町"	"Asia"	"Japan"	35.653827	139.7558629	139.47539826	35.31371137
"東京都港区浜松町"	"Asia"	"Japan"	35.653827	139.7558629	139.47539826	35.31371137
"東京都港区浜松町"	"Asia"	"Japan"	35.653827	139.7558629	139.47539826	35.31371137
"東京都港区浜松町"	"Asia"	"Japan"	35.653827	139.7558629	139.47539826	35.31371137
"東京都港区浜松町"	"Asia"	"Japan"	35.653827	139.7558629	139.47539826	35.31371137
"東京都港区浜松町"	"Asia"	"Japan"	35.653827	139.7558629	139.47539826	35.31371137
"東京都港区浜松町"	"Asia"	"Japan"	35.653827	139.7558629	139.47539826	35.31371137
"東京都港区浜松町"	"Asia"	"Japan"	35.653827	139.7558629	139.47539826	35.31371137
"東京都港区浜松町"	"Asia"	"Japan"	35.653827	139.7558629	139.47539826	35.31371137
"東京都港区浜松町"	"Asia"	"Japan"	35.653827	139.7558629	139.47539826	35.31371137
"東京都港区浜松町"	"Asia"	"Japan"	35.653827	139.7558629	139.47539826	35.31371137
"東京都港区浜松町"	"Asia"	"Japan"	35.653827	139.7558629	139.47539826	35.31371137
"東京都港区浜松町"	"Asia"	"Japan"	35.653827	139.7558629	139.47539826	35.31371137
"東京都港区浜松町"	"Asia"	"Japan"	35.653827	139.7558629	139.47539826	35.31371137
"東京都港区浜松町"	"Asia"	"Japan"	35.653827	139.7558629	139.47539826	35.31371137
"東京都港区浜松町"	"Asia"	"Japan"	35.653827	139.7558629	139.47539826	35.31371137
"東京都港区浜松町"	"Asia"	"Japan"	35.653827	139.7558629	139.47539826	35.31371137
"東京都港区浜松町"	"Asia"	"Japan"	35.653827	139.7558629	139.47539826	35.31371137
"東京都港区浜松町"	"Asia"	"Japan"	35.653827	139.7558629	139.47539826	35.31371137
"東京都港区浜松町"	"Asia"	"Japan"	35.653827	139.7558629	139.47539826	35.31371137
"South Australia"	"Australia"	"Australia"	-30.0002315	136.2091547	151.268	-33.9036
"South Australia"	"Australia"	"Australia"	-30.0002315	136.2091547	151.268	-33.9036
"Capital Federal, Buenos Aires"	"South America"	"Argentina"	-34.6036844	-58.3815591	-58.0167	-35.5667
"Brighton"	"Europe"	"United Kingdom"	50.82253	-0.137163	-0.15294623	50.82191204
"Zaragoza "	"Europe"	"Spain"	41.6488226	-0.8890853	-1.97440625	43.32540137
"Frederick, MD"	"North America"	"United States of America"	39.4142688	-77.4105409	-75.04964782	38.47096203
"Frederick, MD"	"North America"	"United States of America"	39.4142688	-77.4105409	-75.04964782	38.47096203
"Alaska"	"North America"	"United States of America"	64.2008413	-149.4936733	-118	33.6929
"LOS ANGELES, CALIFORNIA"	"North America"	"United States of America"	34.0522342	-118.2436849	-82.4578	27.0997
"Camarles City"	"Europe"	"Spain"	40.7709311	0.6690034	-155.99315	19.64188
"Camarles City"	"Europe"	"Spain"	40.7709311	0.6690034	0.74126203	40.62882657
"Catalunya "	"Europe"	"Spain"	41.5911589	1.5208624	-23.7533046	15.27911641
"CASTELLAR DEL VALLES"	"Europe"	"Spain"	41.6172338	2.0873256	2.213467	41.40331
"Gdynia, Polska "	"Europe"	"Poland"	54.5188898	18.5305409	18.55	54.5
"Noordhoek, Cape Town"	"Africa"	"South Africa"	-34.0947539	18.3949661	18.35721521	-34.09787806
"Lajeado, RS"	"South America"	"Brazil"	-29.459582	-51.9649421	115.15207	-8.67283
"Lajeado, RS"	"South America"	"Brazil"	-29.459582	-51.9649421	153.44303858	-28.06783471
"Lajeado, RS"	"South America"	"Brazil"	-29.459582	-51.9649421	115.083	-8.83333
"Portimão, Portugal"	"Europe"	"Portugal"	37.13617	-8.5376926	-8.53333	37.1167
"Portugal"	"Europe"	"Portugal"	39.399872	-8.224454	-8.8067089	37.92550774
"Portugal"	"Europe"	"Portugal"	39.399872	-8.224454	-8.8067089	37.92550774
"Portugal"	"Europe"	"Portugal"	39.399872	-8.224454	-8.8067089	37.92550774
"Itu | Valinhos"	"South America"	"Brazil"	-22.9695008	-46.9969486	-43.03044113	-22.97527746
"Brasil"	"South America"	"Brazil"	-14.235004	-51.92528	-48.5051592	-21.4075061
"Singapore"	"Asia"	"Singapore"	1.352083	103.819836	121.04659689	14.57891363
"Taffs Well, Cardiff"	"Europe"	"United Kingdom"	51.545383	-3.27196	-4.28582	51.59415
"ciudad de mexico"	"South America"	"Mexico"	19.4326077	-99.133208	-80.13491	25.79335
"ciudad de mexico"	"South America"	"Mexico"	19.4326077	-99.133208	-80.13491	25.79335
"Gold Coast, Queensland"	"Australia"	"Australia"	-28.016667	153.4	153.45249397	-28.08786256
"Guadalajara, MX."	"South America"	"Mexico"	20.6596988	-103.3496092	-101.7587204	19.42723625
"Hoek van Holland"	"Europe"	"Netherlands"	51.9806322	4.1341847	4.1044187	51.98784443
"Vieux- Boucau, France"	"Europe"	"France"	43.785811	-1.400962	-3.84361	53.1914215
"Vieux- Boucau, France"	"Europe"	"France"	43.785811	-1.400962	-3.84361	53.1914215
"Vieux- Boucau, France"	"Europe"	"France"	43.785811	-1.400962	-3.84361	53.1914215
"Vieux- Boucau, France"	"Europe"	"France"	43.785811	-1.400962	-3.84361	53.1914215
"Vieux- Boucau, France"	"Europe"	"France"	43.785811	-1.400962	-3.84361	53.1914215
"Vieux- Boucau, France"	"Europe"	"France"	43.785811	-1.400962	-3.84361	53.1914215
"Tampa FL"	"North America"	"United States of America"	27.950575	-82.4571776	-82.75167616	27.7359225
"Australia"	"Australia"	"Australia"	-25.274398	133.775136	153.36359956	-29.43126148
"Germany & California"	"Europe"	"Germany"	51.165691	10.451526	-122.47846	37.8183
"Benavente, España"	"Europe"	"Spain"	42.0028837	-5.6784691	-5.66377	40.96467
"colombo "	"Asia"	"Sri Lanka"	6.9270786	79.861243	80.26203061	6.06520701
"colombo "	"Asia"	"Sri Lanka"	6.9270786	79.861243	80.43535486	5.97294673
"colombo "	"Asia"	"Sri Lanka"	6.9270786	79.861243	80.45448153	5.9688076
"Baguio City Philippines"	"Asia"	"Philippines"	16.4023332	120.5960071	120.98255545	14.53405745
"Baguio City Philippines"	"Asia"	"Philippines"	16.4023332	120.5960071	120.98255545	14.53405745
"British Columbia, Canada"	"North America"	"Canada"	53.7266683	-127.6476206	-118.40110672	33.86220422
"Cali"	"South America"	"Colombia"	3.4516467	-76.5319854	-117.59597391	33.38729278
"Southern California"	"North America"	"United States of America"	34.9592083	-116.419389	-117.702	33.5319
"Amsterdam"	"Europe"	"Netherlands"	52.3702157	4.8951679	4.66666667	52
"Amsterdam"	"Europe"	"Netherlands"	52.3702157	4.8951679	-9.41415569	38.94164158
"Amsterdam"	"Europe"	"Netherlands"	52.3702157	4.8951679	-9.41415569	38.94164158
"Amsterdam"	"Europe"	"Netherlands"	52.3702157	4.8951679	-8.94325	37.00742
"Amsterdam"	"Europe"	"Netherlands"	52.3702157	4.8951679	-8.94325	37.00742
"Amsterdam"	"Europe"	"Netherlands"	52.3702157	4.8951679	4.2756	52.1102
"Amsterdam"	"Europe"	"Netherlands"	52.3702157	4.8951679	-8.74336667	37.09718056
"Amsterdam"	"Europe"	"Netherlands"	52.3702157	4.8951679	-8.9400099	37.00797
"Amsterdam"	"Europe"	"Netherlands"	52.3702157	4.8951679	-8.94325	37.00742
"Amsterdam"	"Europe"	"Netherlands"	52.3702157	4.8951679	-9.41415569	38.94164158
"Amsterdam"	"Europe"	"Netherlands"	52.3702157	4.8951679	-9.41415569	38.94164158
"Amsterdam"	"Europe"	"Netherlands"	52.3702157	4.8951679	-8.92430975	37.05325042
"Amsterdam"	"Europe"	"Netherlands"	52.3702157	4.8951679	-8.9400099	37.00797
"Amsterdam"	"Europe"	"Netherlands"	52.3702157	4.8951679	-8.79598692	37.06573928
"Amsterdam"	"Europe"	"Netherlands"	52.3702157	4.8951679	-8.9400099	37.00797
"Amsterdam"	"Europe"	"Netherlands"	52.3702157	4.8951679	-8.74336667	37.09718056
"Los Angeles"	"North America"	"United States of America"	34.0522342	-118.2436849	-119.2111118	34.1761349
"Southern California"	"North America"	"United States of America"	34.9592083	-116.419389	-77.0331092	38.8890235
"Colombia"	"South America"	"Colombia"	4.570868	-74.297333	151.211	-33.86
"Gold Coast, Australia"	"Australia"	"Australia"	-28.016667	153.4	151.28277778	-33.79916667
"Quezon City"	"Asia"	"Philippines"	14.6760413	121.0437003	125.0314	10.9308
"Quezon City"	"Asia"	"Philippines"	14.6760413	121.0437003	121.00746963	14.60777082
